ID,city,year,emission
河北唐山2009,河北唐山,2009,182.5929247
河北唐山2011,河北唐山,2011,297.8277812
河北唐山2012,河北唐山,2012,280.2215958
河北唐山2013,河北唐山,2013,301.4510174
河北唐山2014,河北唐山,2014,250.1400925
河北唐山2015,河北唐山,2015,220.6147461
河北唐山2016,河北唐山,2016,230.8059243
河北唐山2017,河北唐山,2017,297.7207589
河北唐山2018,河北唐山,2018,415.9770776
河北唐山2019,河北唐山,2019,413.8848007
河北廊坊2000,河北廊坊,2000,13.86425595
河北廊坊2001,河北廊坊,2001,17.95100773
河北廊坊2002,河北廊坊,2002,19.27071389
河北廊坊2003,河北廊坊,2003,17.21773677
河北廊坊2005,河北廊坊,2005,19.00132731
河北廊坊2006,河北廊坊,2006,19.48256913
河北廊坊2007,河北廊坊,2007,20.02504448
河北廊坊2008,河北廊坊,2008,22.53289032
河北廊坊2009,河北廊坊,2009,17.42027825
河北廊坊2010,河北廊坊,2010,24.07753956
河北廊坊2011,河北廊坊,2011,21.14712401
河北廊坊2012,河北廊坊,2012,24.5406967
河北廊坊2013,河北廊坊,2013,28.95464371
河北廊坊2014,河北廊坊,2014,26.09616195
河北廊坊2015,河北廊坊,2015,27.54701676
河北廊坊2016,河北廊坊,2016,29.81779085
河北张家口2003,河北张家口,2003,40.30744874
河北张家口2004,河北张家口,2004,35.87383529
河北张家口2005,河北张家口,2005,39.12270703
河北张家口2006,河北张家口,2006,36.79495294
河北张家口2007,河北张家口,2007,39.5738229
河北张家口2008,河北张家口,2008,40.31304673
河北张家口2009,河北张家口,2009,35.21963467
河北张家口2011,河北张家口,2011,50.0912631
河北张家口2012,河北张家口,2012,45.03310438
河北张家口2013,河北张家口,2013,46.52903597
河北张家口2014,河北张家口,2014,44.96736405
河北张家口2015,河北张家口,2015,45.02078153
河北张家口2016,河北张家口,2016,42.18457548
河北张家口2017,河北张家口,2017,46.17811112
河北张家口2018,河北张家口,2018,39.45735756
河北承德2014,河北承德,2014,45.27618872
河北承德2015,河北承德,2015,47.32334968
河北承德2016,河北承德,2016,48.14360993
河北沧州2006,河北沧州,2006,26.68374356
河北沧州2007,河北沧州,2007,30.36552942
河北沧州2008,河北沧州,2008,33.5087114
河北沧州2009,河北沧州,2009,54.1391062
河北沧州2010,河北沧州,2010,49.19326559
河北沧州2011,河北沧州,2011,51.1790503
河北沧州2012,河北沧州,2012,65.09547373
河北沧州2013,河北沧州,2013,52.50955529
河北沧州2014,河北沧州,2014,51.6675712
河北沧州2015,河北沧州,2015,54.6344402
河北沧州2016,河北沧州,2016,63.04928926
河北石家庄2000,河北石家庄,2000,51.21589071
河北石家庄2001,河北石家庄,2001,53.69294036
河北石家庄2002,河北石家庄,2002,57.5177163
河北石家庄2003,河北石家庄,2003,63.55286297
河北石家庄2004,河北石家庄,2004,75.68086651
河北石家庄2005,河北石家庄,2005,92.80843856
河北石家庄2006,河北石家庄,2006,102.0890323
河北石家庄2007,河北石家庄,2007,111.8882138
河北石家庄2008,河北石家庄,2008,149.1312467
河北石家庄2009,河北石家庄,2009,143.18492
河北石家庄2011,河北石家庄,2011,125.4617362
河北石家庄2012,河北石家庄,2012,141.0728581
河北石家庄2013,河北石家庄,2013,134.3046403
河北石家庄2014,河北石家庄,2014,100.3877943
河北石家庄2015,河北石家庄,2015,107.3256578
河北石家庄2016,河北石家庄,2016,107.9262222
河北石家庄2017,河北石家庄,2017,129.6282881
河北秦皇岛2000,河北秦皇岛,2000,10.68736598
河北秦皇岛2001,河北秦皇岛,2001,11.40099788
河北秦皇岛2002,河北秦皇岛,2002,11.46191958
河北秦皇岛2003,河北秦皇岛,2003,13.79921532
河北秦皇岛2004,河北秦皇岛,2004,4.148617352
河北秦皇岛2005,河北秦皇岛,2005,18.2581517
河北秦皇岛2006,河北秦皇岛,2006,19.21092436
河北秦皇岛2007,河北秦皇岛,2007,25.91237967
河北秦皇岛2008,河北秦皇岛,2008,27.95470691
河北秦皇岛2009,河北秦皇岛,2009,30.23460281
河北秦皇岛2010,河北秦皇岛,2010,34.41131577
河北秦皇岛2011,河北秦皇岛,2011,37.04883881
河北秦皇岛2012,河北秦皇岛,2012,36.86014025
河北秦皇岛2013,河北秦皇岛,2013,39.15415433
河北秦皇岛2014,河北秦皇岛,2014,39.03193169
河北秦皇岛2015,河北秦皇岛,2015,38.8393855
河北秦皇岛2016,河北秦皇岛,2016,41.15523199
河北秦皇岛2017,河北秦皇岛,2017,41.33066349
河北衡水2000,河北衡水,2000,7.060650211
河北衡水2002,河北衡水,2002,6.665122382
河北衡水2003,河北衡水,2003,7.06842785
河北衡水2004,河北衡水,2004,7.024548091
河北衡水2005,河北衡水,2005,10.43526959
河北衡水2006,河北衡水,2006,10.27199524
河北衡水2007,河北衡水,2007,10.76667345
河北衡水2008,河北衡水,2008,12.07559429
河北衡水2009,河北衡水,2009,10.32427088
河北衡水2010,河北衡水,2010,9.950721748
河北衡水2011,河北衡水,2011,10.51543095
河北衡水2012,河北衡水,2012,12.88932715
河北衡水2013,河北衡水,2013,11.26927172
河北衡水2014,河北衡水,2014,11.66977066
河北衡水2015,河北衡水,2015,11.35835547
河北衡水2016,河北衡水,2016,12.99121242
河北衡水2017,河北衡水,2017,13.94558108
河北衡水2018,河北衡水,2018,13.10554507
河北邢台2007,河北邢台,2007,42.04982459
河北邢台2008,河北邢台,2008,36.64508146
河北邢台2009,河北邢台,2009,43.44029996
河北邢台2010,河北邢台,2010,37.32264089
河北邢台2011,河北邢台,2011,39.77539158
河北邢台2012,河北邢台,2012,38.80774653
河北邢台2013,河北邢台,2013,57.29603865
河北邢台2014,河北邢台,2014,37.70878719
河北邢台2015,河北邢台,2015,35.02763197
河北邢台2016,河北邢台,2016,56.41217461
河北邢台2017,河北邢台,2017,54.16634105
河北邯郸2000,河北邯郸,2000,76.20956143
河北邯郸2001,河北邯郸,2001,106.9166443
河北邯郸2002,河北邯郸,2002,120.7727674
河北邯郸2003,河北邯郸,2003,120.103003
河北邯郸2004,河北邯郸,2004,101.7001911
河北邯郸2005,河北邯郸,2005,110.8482805
河北邯郸2006,河北邯郸,2006,121.3466877
河北邯郸2007,河北邯郸,2007,123.710462
河北邯郸2008,河北邯郸,2008,116.5018312
河北邯郸2009,河北邯郸,2009,119.2439135
河北邯郸2011,河北邯郸,2011,123.6625566
河北邯郸2012,河北邯郸,2012,130.1552611
河北邯郸2013,河北邯郸,2013,128.6201528
河北邯郸2014,河北邯郸,2014,156.5264766
河北邯郸2015,河北邯郸,2015,153.0219059
河北邯郸2016,河北邯郸,2016,130.4152629
河北邯郸2017,河北邯郸,2017,118.890939
河北邯郸2018,河北邯郸,2018,156.0504753
河北邯郸2019,河北邯郸,2019,150.6199859
河北唐山2010,河北唐山,2010,186.0732869
河北张家口2010,河北张家口,2010,38.89900784
河北石家庄2010,河北石家庄,2010,107.6216797
河北邯郸2010,河北邯郸,2010,122.789256
山西太原2002,山西太原,2002,53.11165532
山西太原2003,山西太原,2003,82.60490302
山西太原2005,山西太原,2005,62.56477401
山西太原2006,山西太原,2006,113.7397137
山西太原2007,山西太原,2007,95.73796251
山西太原2008,山西太原,2008,97.44900677
山西太原2009,山西太原,2009,87.45776008
山西太原2011,山西太原,2011,93.5321636
山西太原2012,山西太原,2012,85.47190039
山西太原2013,山西太原,2013,80.74504778
山西太原2014,山西太原,2014,78.77571693
山西太原2015,山西太原,2015,78.197888
山西太原2016,山西太原,2016,80.38663415
山西太原2017,山西太原,2017,80.07441596
山西太原2018,山西太原,2018,76.38217842
山西太原2019,山西太原,2019,79.44684589
山西忻州2004,山西忻州,2004,8.705373192
山西忻州2005,山西忻州,2005,12.64530802
山西忻州2006,山西忻州,2006,14.46330689
山西忻州2007,山西忻州,2007,15.73731832
山西忻州2008,山西忻州,2008,17.92943615
山西忻州2009,山西忻州,2009,15.32472231
山西忻州2010,山西忻州,2010,23.47354498
山西忻州2011,山西忻州,2011,24.96675735
山西忻州2012,山西忻州,2012,24.67386611
山西忻州2013,山西忻州,2013,27.1931976
山西忻州2014,山西忻州,2014,38.91352116
山西忻州2015,山西忻州,2015,36.83004456
山西忻州2016,山西忻州,2016,49.09181812
山西忻州2017,山西忻州,2017,56.94185709
山西晋中2007,山西晋中,2007,70.44045166
山西晋中2008,山西晋中,2008,58.48569631
山西晋中2009,山西晋中,2009,61.93999194
山西晋中2011,山西晋中,2011,54.82335782
山西晋中2012,山西晋中,2012,57.99888725
山西晋中2013,山西晋中,2013,47.53799654
山西晋中2014,山西晋中,2014,48.61759209
山西晋中2015,山西晋中,2015,60.86828254
山西晋中2016,山西晋中,2016,50.62109789
山西晋中2017,山西晋中,2017,65.01964554
山西晋中2018,山西晋中,2018,63.82234396
山西晋中2019,山西晋中,2019,74.64369478
山西晋城2003,山西晋城,2003,27.45805424
山西晋城2004,山西晋城,2004,30.31912679
山西晋城2005,山西晋城,2005,30.16264444
山西晋城2006,山西晋城,2006,34.44990742
山西晋城2007,山西晋城,2007,37.39224059
山西晋城2008,山西晋城,2008,45.76696106
山西晋城2009,山西晋城,2009,50.8825915
山西晋城2010,山西晋城,2010,49.06649259
山西晋城2011,山西晋城,2011,48.86405674
山西晋城2012,山西晋城,2012,55.0816829
山西晋城2013,山西晋城,2013,54.99005596
山西晋城2014,山西晋城,2014,87.5030249
山西晋城2015,山西晋城,2015,92.00615524
山西晋城2016,山西晋城,2016,91.92002458
山西晋城2017,山西晋城,2017,99.36591916
山西朔州2006,山西朔州,2006,39.00715219
山西朔州2007,山西朔州,2007,33.2994804
山西朔州2008,山西朔州,2008,45.32711618
山西朔州2009,山西朔州,2009,38.37924025
山西朔州2011,山西朔州,2011,58.94245678
山西朔州2012,山西朔州,2012,67.57261964
山西朔州2013,山西朔州,2013,69.36717067
山西朔州2014,山西朔州,2014,75.86539435
山西朔州2015,山西朔州,2015,63.26875461
山西朔州2016,山西朔州,2016,57.09318363
山西朔州2017,山西朔州,2017,63.86976672
山西朔州2018,山西朔州,2018,71.25169596
山西运城2006,山西运城,2006,94.86388092
山西运城2007,山西运城,2007,76.27139955
山西运城2008,山西运城,2008,72.18718837
山西运城2009,山西运城,2009,76.67690978
山西运城2010,山西运城,2010,76.83960032
山西运城2011,山西运城,2011,93.13344774
山西运城2012,山西运城,2012,85.44574987
山西运城2013,山西运城,2013,90.01641587
山西运城2014,山西运城,2014,74.28047868
山西运城2015,山西运城,2015,70.81743554
山西运城2016,山西运城,2016,72.04006273
山西运城2017,山西运城,2017,96.83359979
山西运城2018,山西运城,2018,102.7655691
山西运城2019,山西运城,2019,88.72616447
山西长治2004,山西长治,2004,39.88110857
山西长治2005,山西长治,2005,43.42363608
山西长治2007,山西长治,2007,55.58170189
山西长治2008,山西长治,2008,47.6753402
山西长治2009,山西长治,2009,49.38208951
山西长治2010,山西长治,2010,50.28064544
山西长治2011,山西长治,2011,57.62423026
山西长治2012,山西长治,2012,56.51840955
山西长治2013,山西长治,2013,63.88009034
山西长治2014,山西长治,2014,53.30723596
山西长治2015,山西长治,2015,62.72014047
山西长治2016,山西长治,2016,57.00380418
山西长治2017,山西长治,2017,64.56143002
山西长治2018,山西长治,2018,71.65375098
山西长治2019,山西长治,2019,71.24944599
山西阳泉2007,山西阳泉,2007,19.96323233
山西阳泉2008,山西阳泉,2008,20.48441457
山西阳泉2009,山西阳泉,2009,17.50979768
山西阳泉2011,山西阳泉,2011,21.1485276
山西阳泉2012,山西阳泉,2012,18.66215986
山西阳泉2013,山西阳泉,2013,19.02290375
山西阳泉2014,山西阳泉,2014,25.17957731
山西阳泉2015,山西阳泉,2015,20.25642565
山西阳泉2016,山西阳泉,2016,14.05137451
山西阳泉2017,山西阳泉,2017,20.17754941
山西阳泉2018,山西阳泉,2018,18.38758474
山西阳泉2019,山西阳泉,2019,19.71011296
山西太原2010,山西太原,2010,84.86178313
山西晋中2010,山西晋中,2010,60.10497835
山西朔州2010,山西朔州,2010,43.94485107
山西阳泉2010,山西阳泉,2010,19.34628521
山西运城2005,山西运城,2005,107.4777502
内蒙古乌兰察布2010,内蒙古乌兰察布,2010,41.9166672
内蒙古乌兰察布2011,内蒙古乌兰察布,2011,53.15234768
内蒙古乌兰察布2012,内蒙古乌兰察布,2012,51.11542556
内蒙古乌兰察布2013,内蒙古乌兰察布,2013,49.26225639
内蒙古乌兰察布2014,内蒙古乌兰察布,2014,55.57534463
内蒙古乌兰察布2015,内蒙古乌兰察布,2015,47.6258107
内蒙古乌兰察布2016,内蒙古乌兰察布,2016,48.15299007
内蒙古乌兰察布2017,内蒙古乌兰察布,2017,53.88808841
内蒙古乌兰察布2018,内蒙古乌兰察布,2018,54.52552081
内蒙古乌兰察布2019,内蒙古乌兰察布,2019,53.1739474
内蒙古乌海2005,内蒙古乌海,2005,12.77557077
内蒙古乌海2006,内蒙古乌海,2006,21.55542764
内蒙古乌海2007,内蒙古乌海,2007,23.20381936
内蒙古乌海2008,内蒙古乌海,2008,21.5364471
内蒙古乌海2009,内蒙古乌海,2009,18.88290076
内蒙古乌海2011,内蒙古乌海,2011,35.64138414
内蒙古乌海2012,内蒙古乌海,2012,30.32341377
内蒙古乌海2013,内蒙古乌海,2013,30.64724318
内蒙古乌海2014,内蒙古乌海,2014,32.21798481
内蒙古乌海2015,内蒙古乌海,2015,32.48452417
内蒙古乌海2016,内蒙古乌海,2016,34.8080521
内蒙古乌海2017,内蒙古乌海,2017,35.38756343
内蒙古兴安盟2010,内蒙古兴安盟,2010,9.115805511
内蒙古兴安盟2011,内蒙古兴安盟,2011,10.09189525
内蒙古兴安盟2012,内蒙古兴安盟,2012,11.42619547
内蒙古兴安盟2013,内蒙古兴安盟,2013,12.60944258
内蒙古兴安盟2014,内蒙古兴安盟,2014,10.77511399
内蒙古兴安盟2015,内蒙古兴安盟,2015,11.02436862
内蒙古兴安盟2016,内蒙古兴安盟,2016,12.6506989
内蒙古兴安盟2017,内蒙古兴安盟,2017,12.13493374
内蒙古兴安盟2018,内蒙古兴安盟,2018,17.25914952
内蒙古兴安盟2019,内蒙古兴安盟,2019,19.42048603
内蒙古包头2005,内蒙古包头,2005,43.85674888
内蒙古包头2006,内蒙古包头,2006,51.82153453
内蒙古包头2007,内蒙古包头,2007,67.29201347
内蒙古包头2008,内蒙古包头,2008,74.7731342
内蒙古包头2009,内蒙古包头,2009,79.04958564
内蒙古包头2011,内蒙古包头,2011,96.09630698
内蒙古包头2012,内蒙古包头,2012,129.1046088
内蒙古包头2013,内蒙古包头,2013,116.048537
内蒙古包头2014,内蒙古包头,2014,122.1119639
内蒙古包头2015,内蒙古包头,2015,146.7023375
内蒙古包头2016,内蒙古包头,2016,123.7198704
内蒙古包头2017,内蒙古包头,2017,124.473521
内蒙古包头2018,内蒙古包头,2018,141.5890186
内蒙古包头2019,内蒙古包头,2019,133.8129326
内蒙古呼伦贝尔2007,内蒙古呼伦贝尔,2007,29.69713612
内蒙古呼伦贝尔2008,内蒙古呼伦贝尔,2008,34.502999
内蒙古呼伦贝尔2009,内蒙古呼伦贝尔,2009,37.34089262
内蒙古呼伦贝尔2010,内蒙古呼伦贝尔,2010,43.87851147
内蒙古呼伦贝尔2012,内蒙古呼伦贝尔,2012,47.8356159
内蒙古呼伦贝尔2013,内蒙古呼伦贝尔,2013,58.01042302
内蒙古呼伦贝尔2014,内蒙古呼伦贝尔,2014,59.67121048
内蒙古呼伦贝尔2015,内蒙古呼伦贝尔,2015,62.90095202
内蒙古呼伦贝尔2017,内蒙古呼伦贝尔,2017,52.46292909
内蒙古呼伦贝尔2019,内蒙古呼伦贝尔,2019,64.73283409
内蒙古呼和浩特1999,内蒙古呼和浩特,1999,5.063049171
内蒙古呼和浩特2000,内蒙古呼和浩特,2000,7.966035897
内蒙古呼和浩特2001,内蒙古呼和浩特,2001,5.109313341
内蒙古呼和浩特2002,内蒙古呼和浩特,2002,7.455317227
内蒙古呼和浩特2003,内蒙古呼和浩特,2003,11.3327782
内蒙古呼和浩特2004,内蒙古呼和浩特,2004,22.62470091
内蒙古呼和浩特2005,内蒙古呼和浩特,2005,40.36482972
内蒙古呼和浩特2006,内蒙古呼和浩特,2006,49.18161483
内蒙古呼和浩特2007,内蒙古呼和浩特,2007,38.6223984
内蒙古呼和浩特2008,内蒙古呼和浩特,2008,59.95312765
内蒙古呼和浩特2009,内蒙古呼和浩特,2009,64.16712925
内蒙古呼和浩特2011,内蒙古呼和浩特,2011,88.71325194
内蒙古呼和浩特2012,内蒙古呼和浩特,2012,80.85192513
内蒙古呼和浩特2013,内蒙古呼和浩特,2013,89.35652412
内蒙古呼和浩特2014,内蒙古呼和浩特,2014,88.62347152
内蒙古呼和浩特2016,内蒙古呼和浩特,2016,80.02049817
内蒙古呼和浩特2017,内蒙古呼和浩特,2017,73.98907085
内蒙古呼和浩特2018,内蒙古呼和浩特,2018,73.090614
内蒙古呼和浩特2019,内蒙古呼和浩特,2019,74.19225088
内蒙古巴彦淖尔2006,内蒙古巴彦淖尔,2006,13.98619698
内蒙古巴彦淖尔2007,内蒙古巴彦淖尔,2007,15.51485931
内蒙古巴彦淖尔2009,内蒙古巴彦淖尔,2009,23.07551279
内蒙古巴彦淖尔2010,内蒙古巴彦淖尔,2010,29.41735394
内蒙古巴彦淖尔2011,内蒙古巴彦淖尔,2011,36.37377297
内蒙古巴彦淖尔2012,内蒙古巴彦淖尔,2012,36.26148605
内蒙古巴彦淖尔2013,内蒙古巴彦淖尔,2013,42.21077251
内蒙古巴彦淖尔2014,内蒙古巴彦淖尔,2014,44.85747173
内蒙古巴彦淖尔2015,内蒙古巴彦淖尔,2015,45.68306969
内蒙古巴彦淖尔2016,内蒙古巴彦淖尔,2016,41.39218836
内蒙古巴彦淖尔2017,内蒙古巴彦淖尔,2017,36.93371089
内蒙古赤峰2005,内蒙古赤峰,2005,24.94217899
内蒙古赤峰2006,内蒙古赤峰,2006,23.18620111
内蒙古赤峰2007,内蒙古赤峰,2007,28.80642888
内蒙古赤峰2008,内蒙古赤峰,2008,36.01954346
内蒙古赤峰2009,内蒙古赤峰,2009,38.72823855
内蒙古赤峰2011,内蒙古赤峰,2011,43.00934603
内蒙古赤峰2012,内蒙古赤峰,2012,44.50446097
内蒙古赤峰2013,内蒙古赤峰,2013,41.63015234
内蒙古赤峰2014,内蒙古赤峰,2014,45.50324135
内蒙古赤峰2015,内蒙古赤峰,2015,41.0314529
内蒙古赤峰2016,内蒙古赤峰,2016,43.85316051
内蒙古赤峰2017,内蒙古赤峰,2017,54.99120168
内蒙古赤峰2018,内蒙古赤峰,2018,55.47851239
内蒙古赤峰2019,内蒙古赤峰,2019,59.41342564
内蒙古通辽2006,内蒙古通辽,2006,21.67683639
内蒙古通辽2007,内蒙古通辽,2007,28.01944186
内蒙古通辽2008,内蒙古通辽,2008,36.26617722
内蒙古通辽2009,内蒙古通辽,2009,47.42012651
内蒙古通辽2011,内蒙古通辽,2011,42.76961263
内蒙古通辽2012,内蒙古通辽,2012,44.63132665
内蒙古通辽2013,内蒙古通辽,2013,45.26759106
内蒙古通辽2014,内蒙古通辽,2014,48.6204861
内蒙古通辽2015,内蒙古通辽,2015,60.1040349
内蒙古通辽2016,内蒙古通辽,2016,70.55109659
内蒙古通辽2017,内蒙古通辽,2017,66.74431521
内蒙古通辽2018,内蒙古通辽,2018,74.16674201
内蒙古通辽2019,内蒙古通辽,2019,81.14689862
内蒙古鄂尔多斯2005,内蒙古鄂尔多斯,2005,26.83654546
内蒙古鄂尔多斯2006,内蒙古鄂尔多斯,2006,29.97881531
内蒙古鄂尔多斯2007,内蒙古鄂尔多斯,2007,44.60912825
内蒙古鄂尔多斯2008,内蒙古鄂尔多斯,2008,53.11767701
内蒙古鄂尔多斯2009,内蒙古鄂尔多斯,2009,76.73648324
内蒙古鄂尔多斯2010,内蒙古鄂尔多斯,2010,129.7881583
内蒙古鄂尔多斯2011,内蒙古鄂尔多斯,2011,129.6376045
内蒙古鄂尔多斯2012,内蒙古鄂尔多斯,2012,172.9997332
内蒙古鄂尔多斯2013,内蒙古鄂尔多斯,2013,175.963154
内蒙古鄂尔多斯2014,内蒙古鄂尔多斯,2014,173.4785192
内蒙古鄂尔多斯2015,内蒙古鄂尔多斯,2015,218.1379144
内蒙古鄂尔多斯2016,内蒙古鄂尔多斯,2016,207.1406929
内蒙古鄂尔多斯2017,内蒙古鄂尔多斯,2017,225.705785
内蒙古鄂尔多斯2018,内蒙古鄂尔多斯,2018,253.1790143
内蒙古鄂尔多斯2019,内蒙古鄂尔多斯,2019,313.4198795
内蒙古锡林郭勒2011,内蒙古锡林郭勒,2011,49.13339362
内蒙古锡林郭勒2012,内蒙古锡林郭勒,2012,62.69834279
内蒙古锡林郭勒2013,内蒙古锡林郭勒,2013,65.25755552
内蒙古锡林郭勒2014,内蒙古锡林郭勒,2014,62.10914688
内蒙古锡林郭勒2015,内蒙古锡林郭勒,2015,58.58141143
内蒙古锡林郭勒2016,内蒙古锡林郭勒,2016,51.53173752
内蒙古锡林郭勒2017,内蒙古锡林郭勒,2017,58.69956145
内蒙古锡林郭勒2018,内蒙古锡林郭勒,2018,63.36048676
内蒙古锡林郭勒2019,内蒙古锡林郭勒,2019,72.94934148
内蒙古阿拉善2015,内蒙古阿拉善,2015,16.71455249
内蒙古阿拉善2016,内蒙古阿拉善,2016,13.39831918
内蒙古阿拉善2017,内蒙古阿拉善,2017,14.31886071
内蒙古乌海2010,内蒙古乌海,2010,20.65827394
内蒙古包头2010,内蒙古包头,2010,115.681576
内蒙古呼伦贝尔2011,内蒙古呼伦贝尔,2011,47.05942305
内蒙古呼和浩特2010,内蒙古呼和浩特,2010,67.39082952
内蒙古呼和浩特2015,内蒙古呼和浩特,2015,86.28011003
内蒙古赤峰2010,内蒙古赤峰,2010,36.91748868
内蒙古通辽2010,内蒙古通辽,2010,59.6495072
辽宁丹东2002,辽宁丹东,2002,7.15955711
辽宁丹东2003,辽宁丹东,2003,7.720571264
辽宁丹东2006,辽宁丹东,2006,10.3621362
辽宁丹东2007,辽宁丹东,2007,10.53715957
辽宁丹东2008,辽宁丹东,2008,9.898415376
辽宁丹东2009,辽宁丹东,2009,9.855893528
辽宁丹东2010,辽宁丹东,2010,10.5562078
辽宁丹东2011,辽宁丹东,2011,11.15196527
辽宁丹东2012,辽宁丹东,2012,10.48298429
辽宁丹东2013,辽宁丹东,2013,12.51472694
辽宁丹东2014,辽宁丹东,2014,12.20235209
辽宁丹东2015,辽宁丹东,2015,12.15017402
辽宁丹东2017,辽宁丹东,2017,14.34984889
辽宁大连2000,辽宁大连,2000,26.69903439
辽宁大连2001,辽宁大连,2001,26.10189749
辽宁大连2002,辽宁大连,2002,26.35736262
辽宁大连2003,辽宁大连,2003,29.8074187
辽宁大连2005,辽宁大连,2005,42.71441139
辽宁大连2006,辽宁大连,2006,50.05885133
辽宁大连2007,辽宁大连,2007,56.11906544
辽宁大连2008,辽宁大连,2008,63.74805504
辽宁大连2009,辽宁大连,2009,62.50446052
辽宁大连2010,辽宁大连,2010,63.71709447
辽宁大连2011,辽宁大连,2011,64.4467471
辽宁大连2012,辽宁大连,2012,66.48106232
辽宁大连2013,辽宁大连,2013,64.13744346
辽宁大连2014,辽宁大连,2014,64.83343171
辽宁大连2015,辽宁大连,2015,63.92265424
辽宁大连2016,辽宁大连,2016,63.57904407
辽宁大连2017,辽宁大连,2017,59.34582125
辽宁大连2018,辽宁大连,2018,57.59439969
辽宁大连2019,辽宁大连,2019,74.78458485
辽宁抚顺2000,辽宁抚顺,2000,15.87676873
辽宁抚顺2001,辽宁抚顺,2001,21.95737898
辽宁抚顺2002,辽宁抚顺,2002,15.71433957
辽宁抚顺2003,辽宁抚顺,2003,17.61751168
辽宁抚顺2004,辽宁抚顺,2004,20.68797585
辽宁抚顺2006,辽宁抚顺,2006,25.54739765
辽宁抚顺2007,辽宁抚顺,2007,26.8185171
辽宁抚顺2008,辽宁抚顺,2008,26.34824894
辽宁抚顺2009,辽宁抚顺,2009,30.18541473
辽宁抚顺2010,辽宁抚顺,2010,30.40439644
辽宁抚顺2011,辽宁抚顺,2011,29.00929516
辽宁抚顺2012,辽宁抚顺,2012,26.7491613
辽宁抚顺2013,辽宁抚顺,2013,26.74453344
辽宁朝阳2007,辽宁朝阳,2007,23.04874958
辽宁朝阳2008,辽宁朝阳,2008,18.54618
辽宁朝阳2009,辽宁朝阳,2009,22.15053708
辽宁朝阳2010,辽宁朝阳,2010,22.51963083
辽宁朝阳2011,辽宁朝阳,2011,28.42854173
辽宁朝阳2012,辽宁朝阳,2012,32.82947755
辽宁朝阳2013,辽宁朝阳,2013,39.56372244
辽宁朝阳2014,辽宁朝阳,2014,39.70267021
辽宁本溪2008,辽宁本溪,2008,68.84318943
辽宁本溪2009,辽宁本溪,2009,77.85711906
辽宁本溪2010,辽宁本溪,2010,81.11841482
辽宁本溪2011,辽宁本溪,2011,82.43531235
辽宁本溪2012,辽宁本溪,2012,81.2646014
辽宁本溪2013,辽宁本溪,2013,84.11848019
